蓝光频道,#genre#
CCTV10,http://39.135.138.59:18890/PLTV/88888910/224/3221225822/index.m3u8
CCTV10,http://39.135.138.59:18890/PLTV/88888910/224/3221225636/index.m3u8
CCTV11,http://101.71.255.229:6610/zjhs/2/10085/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV11,http://39.135.138.59:18890/PLTV/88888910/224/3221225628/index.m3u8
CCTV12,http://101.71.255.229:6610/zjhs/2/10086/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV12,rtmp://ivi.bupt.edu.cn:1935/livetv/cctv12hd
CCTV12,http://39.135.138.59:18890/PLTV/88888910/224/3221225629/index.m3u8
CCTV12,http://39.135.138.59:18890/PLTV/88888910/224/3221225823/index.m3u8
CCTV12,http://39.135.138.59:18890/PLTV/88888910/224/3221225637/index.m3u8
CCTV13,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV14,http://101.71.255.229:6610/zjhs/2/10087/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV14,http://39.135.138.59:18890/PLTV/88888910/224/3221225639/index.m3u8
CCTV14,http://39.135.138.59:18890/PLTV/88888910/224/3221225824/index.m3u8
CCTV14,http://39.135.138.59:18890/PLTV/88888910/224/3221225640/index.m3u8
CCTV14,http://117.148.187.37/PLTV/88888888/224/3221226126/index.m3u8
CCTV15,http://101.71.255.229:6610/zjhs/2/10088/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV15,http://39.135.138.59:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV15,http://39.135.138.60:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV17,http://39.135.138.59:18890/PLTV/88888910/224/3221225907/index.m3u8
CCTV17,http://39.135.138.59:18890/PLTV/88888910/224/3221225908/index.m3u8
CCTV17,http://39.135.138.59:18890/PLTV/88888910/224/3221225909/index.m3u8
北京卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225840/index.m3u8
北京卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225674/index.m3u8
北京卫视,http://117.169.119.199:8080/live/hdbeijingstv/index.m3u8
北京卫视,http://cbnlive.cbchot.com/live/bjswsyth_1.m3u8
东方卫视,http://ivi.bupt.edu.cn/hls/dfhd.m3u8
东方卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225659/index.m3u8
东方卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225658/index.m3u8
东方卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225854/index.m3u8
东方卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225853/index.m3u8
东方卫视,http://cbnlive.cbchot.com/live/yt_dongfangweishi_h_1.m3u8
东南卫视,rtmp://ivi.bupt.edu.cn:1935/livetv/dnhd
东南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8IASHttpSessionId=OTT13459420200901121619062032
湖南卫视,http://ivi.bupt.edu.cn/hls/hunanhd.m3u8
湖南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225704/index.m3u8
湖南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225818/index.m3u8
湖南卫视,http://112.17.40.140/PLTV/88888888/224/3221226553/index.m3u8
湖南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225817/index.m3u8
江苏卫视,http://ivi.bupt.edu.cn/hls/jshd.m3u8
江苏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225856/index.m3u8
江苏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225702/index.m3u8
江苏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225855/index.m3u8
江苏卫视,http://39.134.39.39/PLTV/88888888/224/3221226157/index.m3u8
江苏卫视,http://112.17.40.140/PLTV/88888888/224/3221226414/index.m3u8
江苏卫视,http://cbnlive.cbchot.com/live/yt_jiangsuweishi_h_1.m3u8
深圳卫视,http://101.71.255.229:6610/zjhs/2/10045/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
深圳卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225828/index.m3u8
深圳卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225827/index.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://223.110.243.171/PLTV/3/224/3221227217/index.m3u8
深圳卫视,http://cbnlive.cbchot.com/live/yt_shenzhenweishi_h_1.m3u8
深圳卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225700/index.m3u8
浙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225858/index.m3u8
浙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225703/index.m3u8
浙江卫视,http://223.110.243.173/PLTV/3/224/3221227215/index.m3u8
浙江卫视,http://cbnlive.cbchot.com/live/yt_zhejiangweishi_h_1.m3u8
CCTV4K,http://39.134.176.148/PLTV/88888888/224/3221226758/index.m3u8
CCTV4K,http://112.17.40.12/PLTV/88888888/224/3221226758/1.m3u8
CCTV4K,http://112.17.40.140/PLTV/88888888/224/3221226758/index.m3u8
CCTV4K,http://117.148.187.83/PLTV/88888888/224/3221226758/index.m3u8
纯享4K,http://39.135.138.60:18890/PLTV/88888910/224/3221225786/index.m3u8
纯享4K,http://39.135.138.59:18890/PLTV/88888910/224/3221225786/index.m3u8
百事4K频道,http://112.17.40.145/PLTV/88888888/224/3221226718/index.m3u8
卫视频道,#genre#
东南卫视 HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226406/1.m3u8
东南卫视 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226496/1.m3u8
东方卫视 HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226237/1.m3u8
东方卫视 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226364/1.m3u8
东方卫视 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226505/1.m3u8
北京卫视 HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226224/1.m3u8
北京卫视 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226367/1.m3u8
北京卫视 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226441/1.m3u8
天津卫视 HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226246/1.m3u8
天津卫视 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226502/1.m3u8
安徽卫视 HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226223/1.m3u8
安徽卫视 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226499/1.m3u8
山东卫视 HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226244/1.m3u8
山东卫视 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226501/1.m3u8
广东卫视 HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226238/1.m3u8
广东卫视 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226508/1.m3u8
江苏卫视 HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226242/1.m3u8
江苏卫视 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226366/1.m3u8
江苏卫视 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226506/1.m3u8
江西卫视 HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226243/1.m3u8
河北卫视 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226507/1.m3u8
浙江卫视 HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226247/1.m3u8
浙江卫视 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226365/1.m3u8
浙江卫视 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226504/1.m3u8
深圳卫视 HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226245/1.m3u8
深圳卫视 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226495/1.m3u8
湖北卫视 HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226240/1.m3u8
湖北卫视 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226503/1.m3u8
湖南卫视 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226509/1.m3u8
贵州卫视 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226497/1.m3u8
辽宁卫视 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226500/1.m3u8
黑龙江卫视 HD,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226239/1.m3u8
黑龙江卫视 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226498/1.m3u8
湖南快乐垂钓 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226549/1.m3u8
湖南茶频道 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226548/1.m3u8
卫视二套,#genre#
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225727/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225705/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225736/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225737/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225658/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225615/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225620/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225621/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225637/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225622/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225623/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225636/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
安多卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
康巴卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
重庆频道,#genre#
重庆影视,http://home.lpfcdn.com:4000/udp/235.254.198.180:7980#http://home.lpfcdn.com:4000/udp/235.254.197.105:7980
重庆新闻,http://home.lpfcdn.com:4000/udp/235.254.197.104:7980$标清#http://home.lpfcdn.com:4000/udp/235.254.196.199:7980$高清
重庆都市,http://home.lpfcdn.com:4000/udp/235.254.198.181:7980#http://home.lpfcdn.com:4000/udp/235.254.197.106:7980
重庆娱乐,http://home.lpfcdn.com:4000/udp/235.254.198.187:7980#http://home.lpfcdn.com:4000/udp/235.254.197.108:7980
重庆时尚,http://home.lpfcdn.com:4000/udp/235.254.198.182:7980#http://home.lpfcdn.com:4000/udp/235.254.197.107:7980
重庆生活,http://home.lpfcdn.com:4000/udp/235.254.198.189:7980#http://home.lpfcdn.com:4000/udp/235.254.197.112:7980
重庆少儿,http://home.lpfcdn.com:4000/udp/235.254.199.137:7980#http://home.lpfcdn.com:4000/udp/235.254.197.110:7980
重庆公共,http://home.lpfcdn.com:4000/udp/235.254.198.186:7980#http://home.lpfcdn.com:4000/udp/235.254.197.109:7980
重庆科教,http://home.lpfcdn.com:4000/udp/235.254.198.188:7980#http://home.lpfcdn.com:4000/udp/235.254.197.111:7980
重庆汽摩,http://home.lpfcdn.com:4000/udp/235.254.199.169:7980
重庆移动,http://home.lpfcdn.com:4000/udp/235.254.199.170:7980#http://home.lpfcdn.com:4000/udp/235.254.197.113:7980
重庆手持,http://home.lpfcdn.com:4000/udp/235.254.197.115:7980
4K频道,#genre#
CCTV4KHDR,http://111.161.121.181/livews-tp4k.cctv.cn/live/4K10M.stream/playlist.m3u8
CCTV4KHDR,http://111.161.121.211/livews-tp4k.cctv.cn/live/4K10M.stream/playlist.m3u8
CCTV4KHDR,http://111.161.121.212/livews-tp4k.cctv.cn/live/4K10M.stream/playlist.m3u8
CCTV4KHDR,http://111.161.121.213/livews-tp4k.cctv.cn/live/4K10M.stream/playlist.m3u8
CCTV4KHDR,http://111.161.121.214/livews-tp4k.cctv.cn/live/4K10M.stream/playlist.m3u8
CCTV4KHDR,http://110.242.20.87/livews-tp4k.cctv.cn/live/4K10M.stream/playlist.m3u8
CCTV4KHDR,http://110.242.20.88/livews-tp4k.cctv.cn/live/4K10M.stream/playlist.m3u8
CCTV4KHDR,http://110.242.20.89/livews-tp4k.cctv.cn/live/4K10M.stream/playlist.m3u8
CCTV4KHDR,http://110.242.20.90/livews-tp4k.cctv.cn/live/4K10M.stream/playlist.m3u8
CCTV4KHDR,http://110.242.20.108/livews-tp4k.cctv.cn/live/4K10M.stream/playlist.m3u8
CCTV 4K,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229683/index.m3u8
CCTV 4K,http://117.148.187.56/PLTV/88888888/224/3221226758/index.m3u8
CCTV 4K,http://112.17.40.12/PLTV/88888888/224/3221226758/1.m3u8
天津4K,http://notwhy.f3322.net:5000/udp/225.1.1.156:5002
BESTV 4K,http://112.17.40.140/PLTV/88888888/224/3221226718/index.m3u8
BESTV 4K,http://117.148.187.46/PLTV/88888888/224/3221226718/index.m3u8
北京IPTV4K超清,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/1.m3u8
欢笑剧场 4K,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221230739/index.m3u8
爱上4K,http://39.134.24.220/PLTV/88888888/224/3221226005/index.m3u8
爱上4K,http://home.lpfcdn.com:4000/udp/235.254.198.102:7980
南国都市4K,http://61.151.179.192/aplays.gztv.com/sec/shenghuos.m3u8
北京频道,#genre#
北京IPTV4K超清[0*0],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226550/1.m3u8
北京IPTV淘BABY CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226554/1.m3u8
北京IPTV淘剧场 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226553/1.m3u8
北京IPTV淘娱乐 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226551/1.m3u8
北京IPTV淘电影 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226552/1.m3u8
北京IPTV萌宠TV CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226555/1.m3u8
大健康 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226556/1.m3u8
北京冬奥纪实 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226438/1.m3u8
北京影视 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226486/1.m3u8
北京文艺 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226440/1.m3u8
北京新闻 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226437/1.m3u8
北京卡酷少儿 CQ,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226558/1.m3u8
凤凰卫视,#genre#
凤凰中文台,http://yuniptvunql.chinayungu.cn:65530/live/fhzw/index.m3u8
凤凰中文台,http://219.147.162.117:65530/live/fhzw/index.m3u8
凤凰中文台,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228608/index.m3u8
凤凰中文台,http://221.179.217.70/PLTV/88888888/224/3221225942/1.m3u8
凤凰中文台,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225942/1.m3u8
凤凰中文台,http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225900/index.m3u8
凤凰资讯台,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228597/index.m3u8
凤凰资讯台,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225901/index.m3u8
凤凰资讯台,http://yuniptvun100.chinayungu.cn:65530/live/fhzx/index.m3u8
凤凰资讯台,http://219.147.162.117:65530/live/fhzx/index.m3u8
凤凰香港台,http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8
凤凰香港台,http://183.207.249.34/PLTV/3/224/3221226975/index.m3u8
凤凰香港台,http://183.207.249.36/PLTV/3/224/3221226975/index.m3u8
凤凰电影,rtmp://ivi.bupt.edu.cn:1935/livetv/fhdy
香港卫视[1024*576],http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
亚旅卫视,http://hls.jingchangkan.tv/jingchangkan/156722438_0HaM/index.m3u8
星空卫视,rtmp://ivi.bupt.edu.cn:1935/livetv/startv
Channel V,rtmp://58.200.131.2:1935/livetv/channelv
凤凰中文台,http://221.179.217.70/PLTV/88888888/224/3221225942/1.m3u8
凤凰中文台,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225942/1.m3u8
凤凰中文台,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225948/1.m3u8
凤凰中文台,http://117.169.120.138:8080/live/fhchinese/.m3u8
凤凰资讯台,http://117.169.120.160:8080/live/fhzixun/1.m3u8
台湾频道,#genre#
HBOHD,http://qj.yyrjdp.cn/jiuban/iptv3255226.php?id=25
民视,http://qj.yyrjdp.cn/jiuban/iptv3255226.php?id=41
民视新闻台,http://qj.yyrjdp.cn/jiuban/iptv3255226.php?id=37
台视,http://qj.yyrjdp.cn/jiuban/iptv3255226.php?id=42
台视新闻台,http://qj.yyrjdp.cn/jiuban/iptv3255226.php?id=31
中视,http://qj.yyrjdp.cn/jiuban/iptv3255226.php?id=43
中视新闻,http://qj.yyrjdp.cn/jiuban/iptv3255226.php?id=32
华视,http://qj.yyrjdp.cn/jiuban/iptv3255226.php?id=44
华视新闻资讯,http://qj.yyrjdp.cn/jiuban/iptv3255226.php?id=33
中天新闻台,http://qj.yyrjdp.cn/jiuban/iptv3255226.php?id=26
东森新闻台,http://qj.yyrjdp.cn/jiuban/iptv3255226.php?id=27
东森财经新闻台,http://qj.yyrjdp.cn/jiuban/iptv3255226.php?id=28
东森超市,http://qj.yyrjdp.cn/jiuban/iptv3255226.php?id=50
TVBS新闻台,http://qj.yyrjdp.cn/jiuban/iptv3255226.php?id=34
YVBS欢乐台,http://qj.yyrjdp.cn/jiuban/iptv3255226.php?id=47
三立LIVE新闻,http://qj.yyrjdp.cn/jiuban/iptv3255226.php?id=35
三立台湾台,http://qj.yyrjdp.cn/jiuban/iptv3255226.php?id=49
纬来体育台,http://qj.yyrjdp.cn/jiuban/iptv3255226.php?id=52
纬来育乐台,http://qj.yyrjdp.cn/jiuban/iptv3255226.php?id=54
纬来日本台,http://qj.yyrjdp.cn/jiuban/iptv3255226.php?id=53
港台频道,#genre#
珠江台,P2p://147.135.39.171:9906/5e9b4498000b3c01b418f29340100956.ts
中天综合,P2p://147.135.39.171:9906/5e7cf98b000f2c2a3dc37fc6663e2451.ts
中天娱乐,P2p://147.135.39.171:9906/5defdaa0000974136ea066475c980b2d.ts
中天亚洲台,P2p://147.135.39.171:9906/5defdaa000044ff26ea064ef7ec56d18.ts
中天新闻(H.265),P2p://147.135.39.171:9906/5d9a3461000c5e329cd7e0cc2586313a.ts
中天新闻,P2p://147.135.39.171:9906/5eec7db90008195bf160a77f5d316f05.ts
中视HD,P2p://147.135.39.171:9906/5e7cf2610003655a3da780b8383c7868.ts
壹电视综合,P2p://147.135.39.171:9906/5ee385f50006a708ce58bfde6dca70d4.ts
壹电视新闻,P2p://147.135.39.171:9906/5ede0911000cbd09b8e8e6d42be1693c.ts
星卫HD电影台,P2p://147.135.39.171:9906/5e9b4b1300069e38b43241e231037404.ts
新视觉HD,P2p://147.135.39.171:9906/5e9b4b120003d450b4323d3f070d7242.ts
小太阳,P2p://147.135.39.171:9906/5c311b380000b12f06c9ab7174b605e2.ts
香港开电视,P2p://147.135.39.171:9906/5e9fd74f000449a9c5f60ba621430299.ts
无线新闻台(备),P2p://147.135.39.171:9906/5f15d52c0005c5bc148feaae38e830e8.ts
无线新闻台,P2p://147.135.39.171:9906/5f1670d00000374416efe1e74e7f2821.ts
无线财经资讯台,P2p://147.135.39.171:9906/5e975a520003b3a4a4cdbd1e7a4a258e.ts
卫视中文台,P2p://147.135.39.171:9906/5defdaa1000b1a3d6ea06a9c17f77c44.ts
卫视西片,P2p://147.135.39.171:9906/5e7cf2710006c39d3da7c01341645170.ts
卫视卡式台,P2p://147.135.39.171:9906/5ec62ecd0005c21e5bbc173f4d127405.ts
卫视电影台(印尼),P2p://147.135.39.171:9906/5ec628ed000d69cb5ba526333d1a1d98.ts
卫视电影台,P2p://147.135.39.171:9906/5d9a250b000845289c9bf7d246ac3362.ts
纬来综合,P2p://147.135.39.171:9906/5e9e6e69000b4094c0744b0b13c15289.ts
纬来育乐,P2p://147.135.39.171:9906/5e9e72fe00062f43c0862fbb1fb33e3f.ts
纬来戏剧,P2p://147.135.39.171:9906/5dfb22fe0007e7e5170148dc58a73c8f.ts
纬来体育,P2p://147.135.39.171:9906/5e9b4499000c2343b418f6ba6f8227e4.ts
纬来日本,P2p://147.135.39.171:9906/5e9b449a0002edbbb418f850343a565d.ts
纬来电影,P2p://147.135.39.171:9906/5e9b449a00082550b418f99837b132a5.ts
天映频道,P2p://147.135.39.171:9906/5e7cfab00001b8d03dc7f4e34dfd4368.ts
天映经典,P2p://147.135.39.171:9906/5e7cf98f00024e183dc38c1a5eb34315.ts
探索频道,P2p://147.135.39.171:9906/5ea13fde000ec14fcb767cee2fe05289.ts
台视HD,P2p://147.135.39.171:9906/5e59fad5000832893b0c1fb83c050635.ts
双星HD,P2p://147.135.39.171:9906/5c4fcc4900021daf7eee5cd26e523e7e.ts
時代劇専門チャンネル,P2p://147.135.39.171:9906/5f0a0fec00040f6464e402b53d536b3e.ts
三立综合台,P2p://147.135.39.171:9906/5ea13fe00008dee7cb76834775f82877.ts
三立新闻,P2p://147.135.39.171:9906/5f36d322000a530495702db9262725dd.ts
三立台湾台,P2p://147.135.39.171:9906/5f36d32200078f4a95702d0e489877f6.ts
三立都会台,P2p://147.135.39.171:9906/5f36d32200090b2f95702d6b2a21517c.ts
三立财经台,P2p://147.135.39.171:9906/5ea13bb00007ef12cb662788049d46cf.ts
日テレNEWS 24,P2p://147.135.39.171:9906/5f0a0fe90008224c64e3f8070efe3e3a.ts
全佳HD,P2p://147.135.39.171:9906/5c4fcb8900029b927eeb6ef27e573cdc.ts
霹雳台湾台,P2p://147.135.39.171:9906/5eb29fdf000086880f55a14e1d6461c4.ts
年代新闻,P2p://147.135.39.171:9906/5f200a9d0005e6293c70bf411b7c130c.ts
明珠台,P2p://147.135.39.171:9906/5defe1400004ed256eba461e3fa17ad5.ts
民视新闻台,P2p://147.135.39.171:9906/5ea522940007279ddaa4243912175fe1.ts
民视HD,P2p://147.135.39.171:9906/5ea4852c00050ce0d83d456d45c920f7.ts
美亚电影台HD,P2p://147.135.39.171:9906/5e7cf98e00020cab3dc388220eeb0f7e.ts
毎日放送,P2p://147.135.39.171:9906/5f0a0d8f0005c67764dac7db3b3e5459.ts
龙祥电影,P2p://147.135.39.171:9906/5e7cf98e000cd16b3dc38ae278e073ec.ts
龙华电影,P2p://147.135.39.171:9906/5e975a5100046cd4a4cdb96549212d2b.ts
历史频道HD,P2p://147.135.39.171:9906/5d9a353100091ac79cdc6c20164369b0.ts
寰宇新闻台,P2p://147.135.39.171:9906/5cc68d1700042feefadeb4a262de7324.ts
欢喜台HD,P2p://147.135.39.171:9906/5f36d43f00011311957484b07a516b30.ts
欢喜台(备),P2p://147.135.39.171:9906/5f36d43f000399ca9574854c058c2796.ts
华视HD,P2p://147.135.39.171:9906/5e7cf2610009c2c53da7824e77346905.ts
华纳电视频道,P2p://147.135.39.171:9906/5defdaa0000d7e3f6ea0675076d26f43.ts
华丽台HD,P2p://147.135.39.171:9906/5f173561000bda7819efbb3d2df41108.ts
华丽台(备),P2p://147.135.39.171:9906/5f1735610009ecf919efbac0734102e1.ts
好莱坞电影台,P2p://147.135.39.171:9906/5e7cf98e0006ee193dc3896b4e817161.ts
国兴卫视,P2p://147.135.39.171:9906/5cc692b80007c375faf4b274502c5f68.ts
国家地理频道悠人,P2p://147.135.39.171:9906/5ea1441e000473decb87144e4b600a26.ts
国家地理频道野生,P2p://147.135.39.171:9906/5ea13fdf000c8069cb7680495d882a82.ts
国家地理频道,P2p://147.135.39.171:9906/5ea13fdf0004d36ecb767e555c896a66.ts
广东体育HD,P2p://147.135.39.171:9906/5e9b449900018c4cb418f40a235e5d72.ts
广东南方卫视,P2p://147.135.39.171:9906/5e9b44990007031ab418f5727d7a3381.ts
関西テレビ,P2p://147.135.39.171:9906/5f0a0d8e000eb41a64dac6445f4d036e.ts
公视HD,P2p://147.135.39.171:9906/5e9e760d00082ccec09222e0768b3cba.ts
高点综合台,P2p://147.135.39.171:9906/5ede79e400080386baa19dd37ef10dd6.ts
佛卫慈悲台,P2p://147.135.39.171:9906/5ede79e4000e493cbaa19f79282b2078.ts
凤凰资讯台,P2p://147.135.39.171:9906/5f32576100041fba83ecc23b4fe71c96.ts
凤凰中文台,P2p://147.135.39.171:9906/5f325761000620a283ecc2c8321a7d61.ts
凤凰香港台,P2p://147.135.39.171:9906/5f3257610007e53983ecc3354ee27db6.ts
凤凰电影台,P2p://147.135.39.171:9906/5e9b4e750002f3b7b43f77c81486506f.ts
翡翠台(备),P2p://147.135.39.171:9906/5f53059a000e4b320395a00d614c4497.ts
